year,crop,crop_hu,area_kha,area_ha,yield_kg_ha,yield_t_ha,production_t,population,food_need_kg_per_capita,food_need_t,required_area_ha,self_sufficiency_ratio,supported_population,avg_temp_c,precip_mm,sunshine_hours,water_need_mid_mm,water_balance_mm,risk_level
2007,oats,Zab,60.0,60000.0,2090.0,2.09,125199.0,10066158.0,5,50330.79,24081.718,2.488,25039800.0,11.59,600.33,2236.46,500,100.33,low
2007,potato,Burgonya,25.0,25000.0,18970.0,18.97,563135.0,10066158.0,55,553638.69,29184.96,1.017,10238818.182,11.59,600.33,2236.46,550,50.33,medium
2007,rapeseed,Repcemag,225.0,225000.0,2200.0,2.2,495901.0,10066158.0,5,50330.79,22877.632,9.853,99180200.0,11.59,600.33,2236.46,550,50.33,low
2007,rye,Rozs,40.0,40000.0,2040.0,2.04,81088.0,10066158.0,5,50330.79,24671.956,1.611,16217600.0,11.59,600.33,2236.46,500,100.33,low
2007,soybean,Szójabab,33.0,33000.0,1640.0,1.64,53982.0,10066158.0,8,80529.264,49103.21,0.67,6747750.0,11.59,600.33,2236.46,600,0.33,high
2007,sugar_beet,Cukorrépa,41.0,41000.0,41040.0,41.04,1692801.0,10066158.0,35,352315.53,8584.686,4.805,48365742.857,11.59,600.33,2236.46,650,-49.67,medium
2007,sunflower,Napraforgómag,513.0,513000.0,2070.0,2.07,1060457.0,10066158.0,10,100661.58,48628.783,10.535,106045700.0,11.59,600.33,2236.46,600,0.33,low
2007,wheat,Búza,1111.0,1111000.0,3590.0,3.59,3986708.0,10066158.0,120,1207938.96,336473.248,3.3,33222566.667,11.59,600.33,2236.46,550,50.33,low
2008,barley,Árpa összesen,330.0,330000.0,4450.0,4.45,1467055.0,10045401.0,15,150681.015,33860.902,9.736,97803666.667,11.29,587.62,2110.26,500,87.62,low
2008,maize,Kukorica,1192.0,1192000.0,7470.0,7.47,8897138.0,10045401.0,80,803632.08,107581.269,11.071,111214225.0,11.29,587.62,2110.26,650,-62.38,medium
2008,oats,Zab,61.0,61000.0,2970.0,2.97,181792.0,10045401.0,5,50227.005,16911.449,3.619,36358400.0,11.29,587.62,2110.26,500,87.62,low
2008,potato,Burgonya,25.0,25000.0,22280.0,22.28,683935.0,10045401.0,55,552497.055,24797.893,1.238,12435181.818,11.29,587.62,2110.26,550,37.62,medium
2008,rapeseed,Repcemag,247.0,247000.0,2650.0,2.65,654706.0,10045401.0,5,50227.005,18953.587,13.035,130941200.0,11.29,587.62,2110.26,550,37.62,low
2008,rye,Rozs,44.0,44000.0,2580.0,2.58,112493.0,10045401.0,5,50227.005,19467.831,2.24,22498600.0,11.29,587.62,2110.26,500,87.62,low
2008,soybean,Szójabab,29.0,29000.0,2560.0,2.56,74143.0,10045401.0,8,80363.208,31391.878,0.923,9267875.0,11.29,587.62,2110.26,600,-12.38,high
2008,sugar_beet,Cukorrépa,10.0,10000.0,59670.0,59.67,573160.0,10045401.0,35,351589.035,5892.224,1.63,16376000.0,11.29,587.62,2110.26,650,-62.38,medium
2008,sunflower,Napraforgómag,550.0,550000.0,2670.0,2.67,1468083.0,10045401.0,10,100454.01,37623.225,14.614,146808300.0,11.29,587.62,2110.26,600,-12.38,medium
2008,wheat,Búza,1130.0,1130000.0,4980.0,4.98,5630833.0,10045401.0,120,1205448.12,242057.855,4.671,46923608.333,11.29,587.62,2110.26,550,37.62,low
2009,barley,Árpa összesen,321.0,321000.0,3320.0,3.32,1063881.0,10030975.0,15,150464.625,45320.67,7.071,70925400.0,11.16,569.05,2118.62,500,69.05,low
2009,maize,Kukorica,1177.0,1177000.0,6390.0,6.39,7528380.0,10030975.0,80,802478.0,125583.412,9.381,94104750.0,11.16,569.05,2118.62,650,-80.95,medium
2009,oats,Zab,52.0,52000.0,2130.0,2.13,111144.0,10030975.0,5,50154.875,23546.89,2.216,22228800.0,11.16,569.05,2118.62,500,69.05,low
2009,potato,Burgonya,22.0,22000.0,21260.0,21.26,560615.0,10030975.0,55,551703.625,25950.312,1.016,10193000.0,11.16,569.05,2118.62,550,19.05,medium
2009,rapeseed,Repcemag,261.0,261000.0,2220.0,2.22,579365.0,10030975.0,5,50154.875,22592.286,11.552,115873000.0,11.16,569.05,2118.62,550,19.05,low
2009,rye,Rozs,40.0,40000.0,1810.0,1.81,72531.0,10030975.0,5,50154.875,27709.876,1.446,14506200.0,11.16,569.05,2118.62,500,69.05,medium
2009,soybean,Szójabab,32.0,32000.0,2270.0,2.27,71587.0,10030975.0,8,80247.8,35351.454,0.892,8948375.0,11.16,569.05,2118.62,600,-30.95,high
2009,sugar_beet,Cukorrépa,14.0,14000.0,53600.0,53.6,737014.0,10030975.0,35,351084.125,6550.077,2.099,21057542.857,11.16,569.05,2118.62,650,-80.95,medium
2009,sunflower,Napraforgómag,535.0,535000.0,2350.0,2.35,1256185.0,10030975.0,10,100309.75,42685.0,12.523,125618500.0,11.16,569.05,2118.62,600,-30.95,medium
2009,wheat,Búza,1146.0,1146000.0,3850.0,3.85,4419163.0,10030975.0,120,1203717.0,312653.766,3.671,36826358.333,11.16,569.05,2118.62,550,19.05,low
2010,barley,Árpa összesen,281.0,281000.0,3360.0,3.36,943817.0,10014324.0,15,150214.86,44706.804,6.283,62921133.333,10.03,958.43,1896.64,500,458.43,low
2010,maize,Kukorica,1079.0,1079000.0,6470.0,6.47,6984872.0,10014324.0,80,801145.92,123824.717,8.719,87310900.0,10.03,958.43,1896.64,650,308.43,low
2010,oats,Zab,51.0,51000.0,2320.0,2.32,117879.0,10014324.0,5,50071.62,21582.595,2.354,23575800.0,10.03,958.43,1896.64,500,458.43,low
2010,potato,Burgonya,21.0,21000.0,20420.0,20.42,488406.0,10014324.0,55,550787.82,26972.959,0.887,8880109.091,10.03,958.43,1896.64,550,408.43,high
2010,rapeseed,Repcemag,259.0,259000.0,2050.0,2.05,530619.0,10014324.0,5,50071.62,24425.18,10.597,106123800.0,10.03,958.43,1896.64,550,408.43,low
2010,rye,Rozs,37.0,37000.0,2110.0,2.11,78170.0,10014324.0,5,50071.62,23730.626,1.561,15634000.0,10.03,958.43,1896.64,500,458.43,low
2010,soybean,Szójabab,38.0,38000.0,2270.0,2.27,85440.0,10014324.0,8,80114.592,35292.772,1.066,10680000.0,10.03,958.43,1896.64,600,358.43,medium
2010,sugar_beet,Cukorrépa,14.0,14000.0,59090.0,59.09,818941.0,10014324.0,35,350501.34,5931.652,2.336,23398314.286,10.03,958.43,1896.64,650,308.43,low
2010,sunflower,Napraforgómag,502.0,502000.0,1930.0,1.93,969718.0,10014324.0,10,100143.24,51887.689,9.683,96971800.0,10.03,958.43,1896.64,600,358.43,low
2010,wheat,Búza,1011.0,1011000.0,3710.0,3.71,3745190.0,10014324.0,120,1201718.88,323913.445,3.117,31209916.667,10.03,958.43,1896.64,550,408.43,low
2011,barley,Árpa összesen,261.0,261000.0,3780.0,3.78,987644.0,9985722.0,15,149785.83,39625.881,6.594,65842933.333,10.7,400.48,2330.02,500,-99.52,medium
2011,maize,Kukorica,1230.0,1230000.0,6500.0,6.5,7992443.0,9985722.0,80,798857.76,122901.194,10.005,99905537.5,10.7,400.48,2330.02,650,-249.52,high
2011,oats,Zab,54.0,54000.0,2410.0,2.41,129139.0,9985722.0,5,49928.61,20717.266,2.586,25827800.0,10.7,400.48,2330.02,500,-99.52,medium
2011,potato,Burgonya,21.0,21000.0,25860.0,25.86,600123.0,9985722.0,55,549214.71,21238.001,1.093,10911327.273,10.7,400.48,2330.02,550,-149.52,high
2011,rapeseed,Repcemag,234.0,234000.0,2250.0,2.25,526712.0,9985722.0,5,49928.61,22190.493,10.549,105342400.0,10.7,400.48,2330.02,550,-149.52,high
2011,rye,Rozs,33.0,33000.0,2300.0,2.3,75231.0,9985722.0,5,49928.61,21708.091,1.507,15046200.0,10.7,400.48,2330.02,500,-99.52,medium
2011,soybean,Szójabab,41.0,41000.0,2320.0,2.32,94955.0,9985722.0,8,79885.776,34433.524,1.189,11869375.0,10.7,400.48,2330.02,600,-199.52,high
2011,sugar_beet,Cukorrépa,15.0,15000.0,56510.0,56.51,856368.0,9985722.0,35,349500.27,6184.751,2.45,24467657.143,10.7,400.48,2330.02,650,-249.52,high
2011,sunflower,Napraforgómag,580.0,580000.0,2370.0,2.37,1374784.0,9985722.0,10,99857.22,42133.848,13.767,137478400.0,10.7,400.48,2330.02,600,-199.52,high
2011,wheat,Búza,978.0,978000.0,4200.0,4.2,4106634.0,9985722.0,120,1198286.64,285306.343,3.427,34221950.0,10.7,400.48,2330.02,550,-149.52,high
2012,barley,Árpa összesen,275.0,275000.0,3620.0,3.62,996114.0,9931925.0,15,148978.875,41154.385,6.686,66407600.0,11.23,470.09,2397.25,500,-29.91,medium
2012,maize,Kukorica,1191.0,1191000.0,4000.0,4.0,4762707.0,9931925.0,80,794554.0,198638.5,5.994,59533837.5,11.23,470.09,2397.25,650,-179.91,high
2012,oats,Zab,53.0,53000.0,2590.0,2.59,137151.0,9931925.0,5,49659.625,19173.6,2.762,27430200.0,11.23,470.09,2397.25,500,-29.91,medium
2012,potato,Burgonya,25.0,25000.0,20540.0,20.54,547714.0,9931925.0,55,546255.875,26594.736,1.003,9958436.364,11.23,470.09,2397.25,550,-79.91,medium
2012,rapeseed,Repcemag,165.0,165000.0,2510.0,2.51,414637.0,9931925.0,5,49659.625,19784.711,8.35,82927400.0,11.23,470.09,2397.25,550,-79.91,medium
2012,rye,Rozs,35.0,35000.0,2240.0,2.24,78839.0,9931925.0,5,49659.625,22169.475,1.588,15767800.0,11.23,470.09,2397.25,500,-29.91,medium
2012,soybean,Szójabab,41.0,41000.0,1660.0,1.66,67727.0,9931925.0,8,79455.4,47864.699,0.852,8465875.0,11.23,470.09,2397.25,600,-129.91,high
2012,sugar_beet,Cukorrépa,19.0,19000.0,47090.0,47.09,881716.0,9931925.0,35,347617.375,7381.979,2.536,25191885.714,11.23,470.09,2397.25,650,-179.91,high
2012,sunflower,Napraforgómag,615.0,615000.0,2140.0,2.14,1316545.0,9931925.0,10,99319.25,46410.864,13.256,131654500.0,11.23,470.09,2397.25,600,-129.91,high
2012,wheat,Búza,1070.0,1070000.0,3750.0,3.75,4010991.0,9931925.0,120,1191831.0,317821.6,3.365,33424925.0,11.23,470.09,2397.25,550,-79.91,medium
2013,barley,Árpa összesen,262.0,262000.0,4050.0,4.05,1061996.0,9895250.0,15,148428.75,36649.074,7.155,70799733.333,10.91,637.57,2117.25,500,137.57,low
2013,maize,Kukorica,1243.0,1243000.0,5440.0,5.44,6756435.0,9895250.0,80,791620.0,145518.382,8.535,84455437.5,10.91,637.57,2117.25,650,-12.43,medium
2013,oats,Zab,51.0,51000.0,2570.0,2.57,131597.0,9895250.0,5,49476.25,19251.459,2.66,26319400.0,10.91,637.57,2117.25,500,137.57,low
2013,potato,Burgonya,21.0,21000.0,21690.0,21.69,487359.0,9895250.0,55,544238.75,25091.69,0.895,8861072.727,10.91,637.57,2117.25,550,87.57,high
2013,rapeseed,Repcemag,198.0,198000.0,2690.0,2.69,532516.0,9895250.0,5,49476.25,18392.658,10.763,106503200.0,10.91,637.57,2117.25,550,87.57,low
2013,rye,Rozs,35.0,35000.0,3070.0,3.07,108495.0,9895250.0,5,49476.25,16116.042,2.193,21699000.0,10.91,637.57,2117.25,500,137.57,low
2013,soybean,Szójabab,42.0,42000.0,1860.0,1.86,78763.0,9895250.0,8,79162.0,42560.215,0.995,9845375.0,10.91,637.57,2117.25,600,37.57,high
2013,sugar_beet,Cukorrépa,19.0,19000.0,52660.0,52.66,990715.0,9895250.0,35,346333.75,6576.79,2.861,28306142.857,10.91,637.57,2117.25,650,-12.43,medium
2013,sunflower,Napraforgómag,597.0,597000.0,2490.0,2.49,1484368.0,9895250.0,10,98952.5,39739.96,15.001,148436800.0,10.91,637.57,2117.25,600,37.57,low
2013,wheat,Búza,1090.0,1090000.0,4640.0,4.64,5058301.0,9895250.0,120,1187430.0,255911.638,4.26,42152508.333,10.91,637.57,2117.25,550,87.57,low
2014,barley,Árpa összesen,288.0,288000.0,4420.0,4.42,1274713.0,9850217.0,15,147753.255,33428.338,8.627,84980866.667,11.78,744.44,2065.47,500,244.44,low
2014,maize,Kukorica,1191.0,1191000.0,7820.0,7.82,9315104.0,9850217.0,80,788017.36,100769.483,11.821,116438800.0,11.78,744.44,2065.47,650,94.44,low
2014,oats,Zab,51.0,51000.0,2670.0,2.67,135625.0,9850217.0,5,49251.085,18446.099,2.754,27125000.0,11.78,744.44,2065.47,500,244.44,low
2014,potato,Burgonya,21.0,21000.0,25580.0,25.58,567430.0,9850217.0,55,541761.935,21179.122,1.047,10316909.091,11.78,744.44,2065.47,550,194.44,medium
2014,rapeseed,Repcemag,214.0,214000.0,3270.0,3.27,699752.0,9850217.0,5,49251.085,15061.494,14.208,139950400.0,11.78,744.44,2065.47,550,194.44,low
2014,rye,Rozs,34.0,34000.0,2860.0,2.86,95944.0,9850217.0,5,49251.085,17220.659,1.948,19188800.0,11.78,744.44,2065.47,500,244.44,low
2014,soybean,Szójabab,43.0,43000.0,2690.0,2.69,115594.0,9850217.0,8,78801.736,29294.326,1.467,14449250.0,11.78,744.44,2065.47,600,144.44,medium
2014,sugar_beet,Cukorrépa,15.0,15000.0,69200.0,69.2,1066754.0,9850217.0,35,344757.595,4982.046,3.094,30478685.714,11.78,744.44,2065.47,650,94.44,low
2014,sunflower,Napraforgómag,594.0,594000.0,2690.0,2.69,1597251.0,9850217.0,10,98502.17,36617.907,16.215,159725100.0,11.78,744.44,2065.47,600,144.44,low
2014,wheat,Búza,1113.0,1113000.0,4730.0,4.73,5261890.0,9850217.0,120,1182026.04,249899.797,4.452,43849083.333,11.78,744.44,2065.47,550,194.44,low
2015,barley,Árpa összesen,296.0,296000.0,4760.0,4.76,1408563.0,9815858.0,15,147237.87,30932.326,9.567,93904200.0,11.61,537.06,2276.81,500,37.06,low
2015,maize,Kukorica,1146.0,1146000.0,5790.0,5.79,6632783.0,9815858.0,80,785268.64,135624.981,8.447,82909787.5,11.61,537.06,2276.81,650,-112.94,high
2015,oats,Zab,45.0,45000.0,2830.0,2.83,128672.0,9815858.0,5,49079.29,17342.505,2.622,25734400.0,11.61,537.06,2276.81,500,37.06,low
2015,potato,Burgonya,19.0,19000.0,22530.0,22.53,452008.0,9815858.0,55,539872.19,23962.37,0.837,8218327.273,11.61,537.06,2276.81,550,-12.94,high
2015,rapeseed,Repcemag,221.0,221000.0,2680.0,2.68,590444.0,9815858.0,5,49079.29,18313.168,12.03,118088800.0,11.61,537.06,2276.81,550,-12.94,medium
2015,rye,Rozs,38.0,38000.0,2760.0,2.76,103950.0,9815858.0,5,49079.29,17782.351,2.118,20790000.0,11.61,537.06,2276.81,500,37.06,low
2015,soybean,Szójabab,72.0,72000.0,2030.0,2.03,145853.0,9815858.0,8,78526.864,38683.184,1.857,18231625.0,11.61,537.06,2276.81,600,-62.94,medium
2015,sugar_beet,Cukorrépa,16.0,16000.0,58720.0,58.72,910915.0,9815858.0,35,343555.03,5850.733,2.651,26026142.857,11.61,537.06,2276.81,650,-112.94,high
2015,sunflower,Napraforgómag,612.0,612000.0,2550.0,2.55,1556976.0,9815858.0,10,98158.58,38493.561,15.862,155697600.0,11.61,537.06,2276.81,600,-62.94,medium
2015,wheat,Búza,1029.0,1029000.0,5180.0,5.18,5331426.0,9815858.0,120,1177902.96,227394.394,4.526,44428550.0,11.61,537.06,2276.81,550,-12.94,medium
2016,barley,Árpa összesen,313.0,313000.0,5090.0,5.09,1594233.0,9779652.0,15,146694.78,28820.193,10.868,106282200.0,11.06,690.19,2287.43,500,190.19,low
2016,maize,Kukorica,1012.0,1012000.0,8630.0,8.63,8729915.0,9779652.0,80,782372.16,90657.261,11.158,109123937.5,11.06,690.19,2287.43,650,40.19,low
2016,oats,Zab,36.0,36000.0,2850.0,2.85,103635.0,9779652.0,5,48898.26,17157.284,2.119,20727000.0,11.06,690.19,2287.43,500,190.19,low
2016,potato,Burgonya,16.0,16000.0,24970.0,24.97,429435.0,9779652.0,55,537880.86,21541.084,0.798,7807909.091,11.06,690.19,2287.43,550,140.19,high
2016,rapeseed,Repcemag,257.0,257000.0,3600.0,3.6,924988.0,9779652.0,5,48898.26,13582.85,18.917,184997600.0,11.06,690.19,2287.43,550,140.19,low
2016,rye,Rozs,27.0,27000.0,3090.0,3.09,84070.0,9779652.0,5,48898.26,15824.68,1.719,16814000.0,11.06,690.19,2287.43,500,190.19,low
2016,soybean,Szójabab,61.0,61000.0,3030.0,3.03,184725.0,9779652.0,8,78237.216,25820.863,2.361,23090625.0,11.06,690.19,2287.43,600,90.19,low
2016,sugar_beet,Cukorrépa,16.0,16000.0,70090.0,70.09,1121247.0,9779652.0,35,342287.82,4883.547,3.276,32035628.571,11.06,690.19,2287.43,650,40.19,low
2016,sunflower,Napraforgómag,630.0,630000.0,2980.0,2.98,1875412.0,9779652.0,10,97796.52,32817.624,19.177,187541200.0,11.06,690.19,2287.43,600,90.19,low
2016,wheat,Búza,1044.0,1044000.0,5370.0,5.37,5603184.0,9779652.0,120,1173558.24,218539.709,4.775,46693200.0,11.06,690.19,2287.43,550,140.19,low
2017,barley,Árpa összesen,268.0,268000.0,5280.0,5.28,1416376.0,9739857.0,15,146097.855,27670.048,9.695,94425066.667,11.06,633.0,2470.55,500,133.0,low
2017,maize,Kukorica,989.0,989000.0,6820.0,6.82,6739186.0,9739857.0,80,779188.56,114250.522,8.649,84239825.0,11.06,633.0,2470.55,650,-17.0,medium
2017,oats,Zab,37.0,37000.0,2540.0,2.54,94809.0,9739857.0,5,48699.285,19172.947,1.947,18961800.0,11.06,633.0,2470.55,500,133.0,low
2017,potato,Burgonya,15.0,15000.0,21490.0,21.49,341050.0,9739857.0,55,535692.135,24927.507,0.637,6200909.091,11.06,633.0,2470.55,550,83.0,high
2017,rapeseed,Repcemag,303.0,303000.0,3080.0,3.08,932139.0,9739857.0,5,48699.285,15811.456,19.141,186427800.0,11.06,633.0,2470.55,550,83.0,low
2017,rye,Rozs,26.0,26000.0,3290.0,3.29,87060.0,9739857.0,5,48699.285,14802.214,1.788,17412000.0,11.06,633.0,2470.55,500,133.0,low
2017,soybean,Szójabab,76.0,76000.0,2370.0,2.37,179282.0,9739857.0,8,77918.856,32877.154,2.301,22410250.0,11.06,633.0,2470.55,600,33.0,low
2017,sugar_beet,Cukorrépa,19.0,19000.0,62830.0,62.83,1171502.0,9739857.0,35,340894.995,5425.672,3.437,33471485.714,11.06,633.0,2470.55,650,-17.0,medium
2017,sunflower,Napraforgómag,695.0,695000.0,2910.0,2.91,2022332.0,9739857.0,10,97398.57,33470.299,20.763,202233200.0,11.06,633.0,2470.55,600,33.0,low
2017,wheat,Búza,966.0,966000.0,5430.0,5.43,5246258.0,9739857.0,120,1168782.84,215245.459,4.489,43718816.667,11.06,633.0,2470.55,550,83.0,low
2018,barley,Árpa összesen,244.0,244000.0,4690.0,4.69,1145544.0,9713655.0,15,145704.825,31067.127,7.862,76369600.0,12.0,583.13,2316.47,500,83.13,low
2018,maize,Kukorica,939.0,939000.0,8490.0,8.49,7976941.0,9713655.0,80,777092.4,91530.318,10.265,99711762.5,12.0,583.13,2316.47,650,-66.87,medium
2018,oats,Zab,23.0,23000.0,2620.0,2.62,59310.0,9713655.0,5,48568.275,18537.51,1.221,11862000.0,12.0,583.13,2316.47,500,83.13,medium
2018,potato,Burgonya,12.0,12000.0,22220.0,22.22,304113.0,9713655.0,55,534251.025,24043.7,0.569,5529327.273,12.0,583.13,2316.47,550,33.13,high
2018,rapeseed,Repcemag,331.0,331000.0,3030.0,3.03,1002714.0,9713655.0,5,48568.275,16029.134,20.645,200542800.0,12.0,583.13,2316.47,550,33.13,low
2018,rye,Rozs,26.0,26000.0,3370.0,3.37,88293.0,9713655.0,5,48568.275,14411.951,1.818,17658600.0,12.0,583.13,2316.47,500,83.13,low
2018,soybean,Szójabab,62.0,62000.0,2920.0,2.92,181240.0,9713655.0,8,77709.24,26612.753,2.332,22655000.0,12.0,583.13,2316.47,600,-16.87,medium
2018,sugar_beet,Cukorrépa,16.0,16000.0,60770.0,60.77,958080.0,9713655.0,35,339977.925,5594.503,2.818,27373714.286,12.0,583.13,2316.47,650,-66.87,medium
2018,sunflower,Napraforgómag,617.0,617000.0,2970.0,2.97,1830284.0,9713655.0,10,97136.55,32705.909,18.842,183028400.0,12.0,583.13,2316.47,600,-16.87,medium
2018,wheat,Búza,1026.0,1026000.0,5120.0,5.12,5258432.0,9713655.0,120,1165638.6,227663.789,4.511,43820266.667,12.0,583.13,2316.47,550,33.13,low
2019,barley,Árpa összesen,247.0,247000.0,5590.0,5.59,1383260.0,9700272.0,15,145504.08,26029.352,9.507,92217333.333,12.14,592.83,2409.45,500,92.83,low
2019,maize,Kukorica,1028.0,1028000.0,8060.0,8.06,8277813.0,9700272.0,80,776021.76,96280.615,10.667,103472662.5,12.14,592.83,2409.45,650,-57.17,medium
2019,oats,Zab,22.0,22000.0,3230.0,3.23,70307.0,9700272.0,5,48501.36,15015.901,1.45,14061400.0,12.14,592.83,2409.45,500,92.83,medium
2019,potato,Burgonya,11.0,11000.0,23590.0,23.59,289835.0,9700272.0,55,533514.96,22616.149,0.543,5269727.273,12.14,592.83,2409.45,550,42.83,high
2019,rapeseed,Repcemag,301.0,301000.0,3030.0,3.03,912116.0,9700272.0,5,48501.36,16007.05,18.806,182423200.0,12.14,592.83,2409.45,550,42.83,low
2019,rye,Rozs,26.0,26000.0,3490.0,3.49,90536.0,9700272.0,5,48501.36,13897.238,1.867,18107200.0,12.14,592.83,2409.45,500,92.83,low
2019,soybean,Szójabab,58.0,58000.0,2910.0,2.91,169565.0,9700272.0,8,77602.176,26667.414,2.185,21195625.0,12.14,592.83,2409.45,600,-7.17,medium
2019,sugar_beet,Cukorrépa,14.0,14000.0,58490.0,58.49,823496.0,9700272.0,35,339509.52,5804.574,2.426,23528457.143,12.14,592.83,2409.45,650,-57.17,medium
2019,sunflower,Napraforgómag,564.0,564000.0,3030.0,3.03,1706851.0,9700272.0,10,97002.72,32014.099,17.596,170685100.0,12.14,592.83,2409.45,600,-7.17,medium
2019,wheat,Búza,1016.0,1016000.0,5290.0,5.29,5377707.0,9700272.0,120,1164032.64,220043.977,4.62,44814225.0,12.14,592.83,2409.45,550,42.83,low
2020,barley,Árpa összesen,261.0,261000.0,5680.0,5.68,1483954.0,9689376.0,15,145340.64,25588.141,10.21,98930266.667,11.53,601.45,2392.03,500,101.45,low
2020,maize,Kukorica,981.0,981000.0,8580.0,8.58,8414350.0,9689376.0,80,775150.08,90343.832,10.855,105179375.0,11.53,601.45,2392.03,650,-48.55,medium
2020,oats,Zab,26.0,26000.0,2990.0,2.99,76968.0,9689376.0,5,48446.88,16202.97,1.589,15393600.0,11.53,601.45,2392.03,500,101.45,low
2020,potato,Burgonya,10.0,10000.0,23380.0,23.38,270092.0,9689376.0,55,532915.68,22793.656,0.507,4910763.636,11.53,601.45,2392.03,550,51.45,high
2020,rapeseed,Repcemag,310.0,310000.0,2830.0,2.83,876895.0,9689376.0,5,48446.88,17119.039,18.1,175379000.0,11.53,601.45,2392.03,550,51.45,low
2020,rye,Rozs,26.0,26000.0,3200.0,3.2,84346.0,9689376.0,5,48446.88,15139.65,1.741,16869200.0,11.53,601.45,2392.03,500,101.45,low
2020,soybean,Szójabab,59.0,59000.0,2830.0,2.83,165757.0,9689376.0,8,77515.008,27390.462,2.138,20719625.0,11.53,601.45,2392.03,600,1.45,low
2020,sugar_beet,Cukorrépa,13.0,13000.0,60440.0,60.44,780458.0,9689376.0,35,339128.16,5610.989,2.301,22298800.0,11.53,601.45,2392.03,650,-48.55,medium
2020,sunflower,Napraforgómag,613.0,613000.0,2770.0,2.77,1697961.0,9689376.0,10,96893.76,34979.697,17.524,169796100.0,11.53,601.45,2392.03,600,1.45,low
2020,wheat,Búza,937.0,937000.0,5470.0,5.47,5121479.0,9689376.0,120,1162725.12,212564.007,4.405,42678991.667,11.53,601.45,2392.03,550,51.45,low
2021,barley,Árpa összesen,269.0,269000.0,6370.0,6.37,1711626.0,9651461.0,15,144771.915,22727.145,11.823,114108400.0,10.89,491.83,2490.9,500,-8.17,medium
2021,maize,Kukorica,1055.0,1055000.0,6130.0,6.13,6462205.0,9651461.0,80,772116.88,125957.077,8.369,80777562.5,10.89,491.83,2490.9,650,-158.17,high
2021,oats,Zab,25.0,25000.0,3060.0,3.06,76689.0,9651461.0,5,48257.305,15770.361,1.589,15337800.0,10.89,491.83,2490.9,500,-8.17,medium
2021,potato,Burgonya,9.0,9000.0,23990.0,23.99,239840.0,9651461.0,55,530830.355,22127.151,0.452,4360727.273,10.89,491.83,2490.9,550,-58.17,high
2021,rapeseed,Repcemag,258.0,258000.0,2850.0,2.85,734024.0,9651461.0,5,48257.305,16932.388,15.211,146804800.0,10.89,491.83,2490.9,550,-58.17,medium
2021,rye,Rozs,26.0,26000.0,3310.0,3.31,85008.0,9651461.0,5,48257.305,14579.246,1.762,17001600.0,10.89,491.83,2490.9,500,-8.17,medium
2021,soybean,Szójabab,62.0,62000.0,2520.0,2.52,156580.0,9651461.0,8,77211.688,30639.559,2.028,19572500.0,10.89,491.83,2490.9,600,-108.17,high
2021,sugar_beet,Cukorrépa,12.0,12000.0,56420.0,56.42,678007.0,9651461.0,35,337801.135,5987.259,2.007,19371628.571,10.89,491.83,2490.9,650,-158.17,high
2021,sunflower,Napraforgómag,655.0,655000.0,2680.0,2.68,1757713.0,9651461.0,10,96514.61,36012.914,18.212,175771300.0,10.89,491.83,2490.9,600,-108.17,high
2021,wheat,Búza,893.0,893000.0,5930.0,5.93,5290141.0,9651461.0,120,1158175.32,195307.811,4.568,44084508.333,10.89,491.83,2490.9,550,-58.17,medium
2022,barley,Árpa összesen,331.0,331000.0,4810.0,4.81,1590736.0,9610403.0,15,144156.045,29970.072,11.035,106049066.667,11.88,455.73,2552.9,500,-44.27,medium
2022,maize,Kukorica,817.0,817000.0,3410.0,3.41,2781774.0,9610403.0,80,768832.24,225464.0,3.618,34772175.0,11.88,455.73,2552.9,650,-194.27,high
2022,oats,Zab,17.0,17000.0,2270.0,2.27,38387.0,9610403.0,5,48052.015,21168.289,0.799,7677400.0,11.88,455.73,2552.9,500,-44.27,high
2022,potato,Burgonya,8.0,8000.0,20900.0,20.9,199212.0,9610403.0,55,528572.165,25290.534,0.377,3622036.364,11.88,455.73,2552.9,550,-94.27,high
2022,rapeseed,Repcemag,205.0,205000.0,2470.0,2.47,505045.0,9610403.0,5,48052.015,19454.257,10.51,101009000.0,11.88,455.73,2552.9,550,-94.27,medium
2022,rye,Rozs,20.0,20000.0,2940.0,2.94,59156.0,9610403.0,5,48052.015,16344.223,1.231,11831200.0,11.88,455.73,2552.9,500,-44.27,medium
2022,soybean,Szójabab,66.0,66000.0,2030.0,2.03,134465.0,9610403.0,8,76883.224,37873.509,1.749,16808125.0,11.88,455.73,2552.9,600,-144.27,high
2022,sugar_beet,Cukorrépa,10.0,10000.0,48430.0,48.43,470215.0,9610403.0,35,336364.105,6945.367,1.398,13434714.286,11.88,455.73,2552.9,650,-194.27,high
2022,sunflower,Napraforgómag,680.0,680000.0,1890.0,1.89,1286195.0,9610403.0,10,96104.03,50848.693,13.383,128619500.0,11.88,455.73,2552.9,600,-144.27,high
2022,wheat,Búza,979.0,979000.0,4450.0,4.45,4354708.0,9610403.0,120,1153248.36,259156.935,3.776,36289233.333,11.88,455.73,2552.9,550,-94.27,medium
2023,barley,Árpa összesen,413.0,413000.0,5380.0,5.38,2219724.0,9599744.0,15,143996.16,26765.086,15.415,147981600.0,12.23,784.47,2370.42,500,284.47,low
